DISTRICT,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Total,Area type
24 PARGANAS SOUTH,0.0,39.0,112.0,0.0,4.0,4.0,13.0,45.0,18.0,1.0,238,Peaceful Area
A and N ISLANDS,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Peaceful Area
ADILABAD,21.0,102.0,78.0,4.0,1.0,21.0,4.0,0.0,0.0,7.0,269,Peaceful Area
AHMEDABAD RURAL,13.0,11.0,76.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,168,Peaceful Area
AHWA-DANG,3.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21,Peaceful Area
AIZAWL,5.0,121.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133,Peaceful Area
AJMER,22.0,168.0,251.0,9.0,0.0,13.0,2.0,0.0,0.0,2.0,473,Peaceful Area
ALAPUZHA,19.0,63.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,245,Peaceful Area
ALIRAJPUR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
ALMORA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,Peaceful Area
AMBALA,8.0,50.0,59.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,132,Peaceful Area
AMBALA RURAL,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Peaceful Area
AMBALA URBAN,3.0,8.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,61,Peaceful Area
AMBEDKAR NAGAR,46.0,65.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,Peaceful Area
AMBEDKARNAGAR,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Peaceful Area
AMRAVATI COMMR.,16.0,108.0,122.0,2.0,2.0,49.0,0.0,0.0,0.0,3.0,408,Peaceful Area
AMRITSAR RURAL,14.0,27.0,70.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,122,Peaceful Area
ANANTNAG,1.0,9.0,214.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,233,Peaceful Area
ANDAMAN,7.0,61.0,52.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,206,Peaceful Area
ANGUL,8.0,29.0,18.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,222,Peaceful Area
ANJAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
ARARIA,28.0,9.0,73.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,155,Peaceful Area
ARIYALUR,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Peaceful Area
ARWAL,8.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,Peaceful Area
ASANSOL,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,Peaceful Area
ASHOK NAGAR,17.0,185.0,31.0,10.0,0.0,17.0,0.0,0.0,0.0,0.0,635,Peaceful Area
AURAIYA,34.0,54.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,378,Peaceful Area
AURANGABAD,17.0,29.0,129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176,Peaceful Area
AWANTIPORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
AZAMGARH,42.0,57.0,150.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300,Peaceful Area
BADDIPOLICEDIST,2.0,12.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,38,Peaceful Area
BADWANI,4.0,19.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,59,Peaceful Area
BAGAHA,6.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,Peaceful Area
BAGALKOT,37.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,86,Peaceful Area
BAGESHWAR,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Peaceful Area
BAGHPAT,103.0,71.0,224.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,474,Peaceful Area
BAHRAICH,38.0,67.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,358,Peaceful Area
BAKSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
BALASORE,18.0,47.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,102,Peaceful Area
BALLIA,33.0,49.0,171.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,283,Peaceful Area
BALOD,2.0,12.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54,Peaceful Area
BALODA BAZAR,4.0,36.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,127,Peaceful Area
BALRAMPUR,35.0,146.0,82.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,407,Peaceful Area
BANDA,41.0,116.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,Peaceful Area
BANDIPORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
BANGALORE RURAL,3.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15,Peaceful Area
BANKA,6.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,Peaceful Area
BANKURA,3.0,10.0,50.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,73,Peaceful Area
BANSWARA,27.0,117.0,157.0,2.0,0.0,63.0,0.0,0.0,0.0,1.0,372,Peaceful Area
BARABANKI,60.0,128.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602,Peaceful Area
BARAGARH,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Peaceful Area
BARAMULLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
BARAN,12.0,129.0,121.0,14.0,0.0,7.0,0.0,0.0,0.0,4.0,313,Peaceful Area
BARMER,25.0,52.0,106.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,208,Peaceful Area
BARNALA,6.0,32.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,Peaceful Area
BARPETA,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Peaceful Area
BARWANI,23.0,192.0,35.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,578,Peaceful Area
BASKA,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Peaceful Area
BASTI,38.0,67.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,Peaceful Area
BATALA,12.0,85.0,91.0,8.0,0.0,11.0,0.0,0.0,0.0,6.0,234,Peaceful Area
BDN CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
BEGUSARAI,9.0,6.0,112.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,132,Peaceful Area
BELLARY,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26,Peaceful Area
BEMETARA,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,Peaceful Area
BERHAMPUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
BETTIAH,9.0,11.0,188.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,209,Peaceful Area
BHABHUA,3.0,16.0,81.0,0.0,0.0,0.0,31.0,0.0,1.0,1.0,143,Peaceful Area
BHADRAK,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
BHAGALPUR,22.0,18.0,259.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,413,Peaceful Area
BHARUCH,21.0,61.0,157.0,0.0,0.0,31.0,0.0,0.0,0.0,10.0,349,Peaceful Area
BHILWARA,9.0,113.0,129.0,4.0,0.0,63.0,0.0,0.0,0.0,3.0,357,Peaceful Area
BHIM NAGAR,10.0,38.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,Peaceful Area
BHIND,35.0,78.0,76.0,0.0,0.0,24.0,1.0,0.0,0.0,3.0,900,Peaceful Area
BHIWANI,1.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77,Peaceful Area
BHOJPUR,35.0,15.0,204.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,295,Peaceful Area
BHOPAL RLY.,10.0,12.0,9.0,0.0,0.0,73.0,2.0,0.0,0.0,0.0,178,Peaceful Area
BIDAR,15.0,39.0,53.0,0.0,0.0,117.0,0.0,0.0,0.0,2.0,227,Peaceful Area
BIEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
BIJAPUR,55.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,140,Peaceful Area
BIKANER,7.0,82.0,34.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,144,Peaceful Area
BIRBHUM,26.0,101.0,154.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,284,Peaceful Area
BISHNUPUR,5.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,Peaceful Area
BIZAPUR,7.0,19.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Peaceful Area
BKP CP,2.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,22,Peaceful Area
BOKARO,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,Peaceful Area
BOLANGIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
BONGAIGAON,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,Peaceful Area
BORDER,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,Peaceful Area
BORDER DISTRICT,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Peaceful Area
BOUDH,3.0,11.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55,Peaceful Area
BUDGAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
BUNDI,17.0,74.0,80.0,3.0,0.0,26.0,0.0,0.0,3.0,3.0,208,Peaceful Area
BURDWAN,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,15,Peaceful Area
BURHANPUR,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,Peaceful Area
BUXAR,17.0,10.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,Peaceful Area
C.I.D.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
CACHAR,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Peaceful Area
CAR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
CAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
CBCID,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Peaceful Area
CBPURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,Peaceful Area
CHAIBASA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
CHAMARAJNAGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
CHAMBA,9.0,32.0,62.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,123,Peaceful Area
CHAMOLI,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Peaceful Area
CHAMPAWAT,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Peaceful Area
CHAMPHAI,5.0,55.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87,Peaceful Area
CHANDEL,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,Peaceful Area
CHANDOLI,23.0,38.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,173,Peaceful Area
CHANGLANG,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Peaceful Area
CHATRA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Peaceful Area
CHENGAI,11.0,33.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,62,Peaceful Area
CHENNAI,51.0,210.0,194.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,474,Peaceful Area
CHENNAI RLY.,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12,Peaceful Area
CHENNAISUBURBAN,19.0,34.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,Peaceful Area
CHHINDWARA,5.0,114.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,587,Peaceful Area
CHICKMAGALUR,28.0,48.0,33.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,140,Peaceful Area
CHIRANG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
CHITRADURGA,19.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70,Peaceful Area
CHITRAKOOT DHAM,29.0,58.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,Peaceful Area
CHITTOOR,49.0,123.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,Peaceful Area
CHITTORGARH,17.0,90.0,18.0,10.0,0.0,36.0,0.0,0.0,0.0,8.0,179,Peaceful Area
CHURACHANDPUR,6.0,15.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33,Peaceful Area
CHURU,9.0,131.0,86.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,231,Peaceful Area
CID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
CID CRIME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
COIMBATORE RURAL,21.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Peaceful Area
COIMBATORE URBAN,10.0,67.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,124,Peaceful Area
COOCHBEHAR,1.0,4.0,14.0,0.0,0.0,0.0,50.0,2.0,9.0,3.0,84,Peaceful Area
CP AMRITSAR,16.0,27.0,115.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,173,Peaceful Area
CP JALANDHAR,5.0,4.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56,Peaceful Area
CP LUDHIANA,16.0,103.0,251.0,3.0,0.0,42.0,0.0,0.0,1.0,0.0,424,Peaceful Area
CRIME BRANCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
CRIME JAMMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Peaceful Area
CRIME KASHMIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
CRIME SRINAGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
CSM NAGAR,1.0,47.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,Peaceful Area
CUDDALORE,20.0,62.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141,Peaceful Area
CUTTACK,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Peaceful Area
CYBERABAD,35.0,66.0,67.0,0.0,7.0,8.0,23.0,0.0,1.0,5.0,296,Peaceful Area
D and N HAVELI,11.0,16.0,71.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,103,Peaceful Area
DAHOD,11.0,19.0,124.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,274,Peaceful Area
DAKSHIN DINAJPUR,9.0,69.0,208.0,0.0,6.0,0.0,57.0,0.0,6.0,4.0,451,Peaceful Area
DAKSHIN KANNADA,19.0,34.0,29.0,5.0,1.0,15.0,0.0,0.0,0.0,1.0,185,Peaceful Area
DAMAN,3.0,12.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,34,Peaceful Area
DAMOH,4.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Peaceful Area
DANTEWADA,3.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Peaceful Area
DANTEWARA,9.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,Peaceful Area
DARBHANGA,23.0,18.0,239.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,310,Peaceful Area
DARJEELING,0.0,0.0,12.0,0.0,0.0,4.0,57.0,1.0,10.0,2.0,87,Peaceful Area
DARRANG,4.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Peaceful Area
DATIYA,35.0,106.0,96.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,679,Peaceful Area
DAUSA,8.0,38.0,170.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,226,Peaceful Area
DAVANAGERE,10.0,14.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35,Peaceful Area
DCP BBSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Peaceful Area
DCP CTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Peaceful Area
DEHRADUN,18.0,59.0,134.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,232,Peaceful Area
DEOGARH,5.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33,Peaceful Area
DEOGHAR,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Peaceful Area
DEORIA,51.0,57.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,Peaceful Area
DHALAI,12.0,53.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,122,Peaceful Area
DHAMTARI,12.0,147.0,51.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,510,Peaceful Area
DHANBAD,5.0,44.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,Peaceful Area
DHANBAD RLY.,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Peaceful Area
DHARMAPURI,22.0,45.0,169.0,0.0,1.0,0.0,13.0,0.0,0.0,3.0,283,Peaceful Area
DHARWAD RURAL,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,11,Peaceful Area
DHEMAJI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Peaceful Area
DHENKANAL,5.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Peaceful Area
DHOLPUR,28.0,56.0,121.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,239,Peaceful Area
DHULE,19.0,40.0,31.0,1.0,1.0,66.0,10.0,0.0,0.0,0.0,205,Peaceful Area
DIBANG VALLEY,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Peaceful Area
DIBRUGARH,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Peaceful Area
DIMAPUR,7.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Peaceful Area
DINDIGUL,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Peaceful Area
DINDORI,21.0,137.0,15.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,268,Peaceful Area
DIU,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Peaceful Area
DODA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
DRP,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,Peaceful Area
DUMKA,10.0,14.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,126,Peaceful Area
DUNGARPUR,19.0,90.0,134.0,6.0,0.0,38.0,6.0,0.0,0.0,0.0,295,Peaceful Area
EAST GODAVARI,7.0,89.0,59.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,213,Peaceful Area
EOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
ERNAKULAM,11.0,8.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,33,Peaceful Area
ERNAKULAM COMMR.,6.0,83.0,21.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,285,Peaceful Area
ERNAKULAM RURAL,16.0,100.0,30.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,269,Peaceful Area
ERODE,19.0,68.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,180,Peaceful Area
ETAWAH,59.0,43.0,308.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,427,Peaceful Area
FAIZABAD,60.0,100.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,Peaceful Area
FARIDKOT,1.0,8.0,19.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,36,Peaceful Area
FATEHABAD,19.0,26.0,56.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,143,Peaceful Area
FATEHGARH,51.0,57.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,Peaceful Area
FATEHGARH SAHIB,1.0,16.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42,Peaceful Area
FATEHPUR,81.0,76.0,173.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,436,Peaceful Area
FAZILKA,1.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Peaceful Area
FEROZEPUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Peaceful Area
FEROZPUR,6.0,55.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,140,Peaceful Area
FIROZABAD,83.0,56.0,302.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,639,Peaceful Area
G.R.P,10.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,17,Peaceful Area
G.R.P.,5.0,5.0,28.0,1.0,0.0,73.0,1.0,0.0,1.0,0.0,115,Peaceful Area
G.R.P. AJMER,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5,Peaceful Area
G.R.P. JODHPUR,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7,Peaceful Area
G.R.P.(RLY),0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5,Peaceful Area
G.R.P.AJMER,1.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,18,Peaceful Area
G.R.P.JODHPUR,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9,Peaceful Area
GADAG,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Peaceful Area
GADCHIROLI,30.0,153.0,56.0,2.0,0.0,4.0,19.0,0.0,0.0,5.0,494,Peaceful Area
GAJAPATI,3.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,Peaceful Area
GANDERBAL,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,Peaceful Area
GANDHINAGAR,24.0,43.0,107.0,0.0,0.0,39.0,0.0,0.0,0.0,2.0,215,Peaceful Area
GANJAM,10.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,Peaceful Area
GARHWA,0.0,13.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,36,Peaceful Area
GARI HILLS EAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Peaceful Area
GARIYABAND,4.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Peaceful Area
GARO HILLS EAST,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Peaceful Area
GARO HILLS SOUTH,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,Peaceful Area
GARO HILLS WEST,4.0,35.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,66,Peaceful Area
GAYA,9.0,40.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,280,Peaceful Area
GHAZIPUR,24.0,37.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,Peaceful Area
GIRIDIH,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,Peaceful Area
